# Sims 2 GC Decomp — TU Work Queue
# Generated: 2026-03-29
# 439 TUs | 4654/16211 matched (28%)
# Unmatched functions: 11557
#
# Size distribution (unmatched):
#   <=20 bytes  (getter/setter tier): 517
#   <=100 bytes (easy grind tier):    4355
#   <=500 bytes (medium tier):        9993
#   >500 bytes  (complex tier):       1564
#
# Sorted by TU completion % DESC (closest-to-done first = easiest wins)
# TU_NAME | FUNC_ADDRESS | SIZE | FUNC_NAME | TU_COMPLETION_%
#==========================================================================================

iobject | 0x8004FD38 |   240 | ISimsObjectModel::DoAnimation(void) | 37.6%
iobject | 0x8004EB70 |   264 | ISimsObjectModel::CalcOrient(void) | 37.6%
iobject | 0x8004C350 |   272 | EParticleObj::UpdateEffectPosAndAlphaFade(EAnimController &, float, EMat4 &, EVec3 *, float) | 37.6%
iobject | 0x8004EA54 |   280 | ISimsObjectModel::CreateShadow(void) | 37.6%
iobject | 0x8039F7BC |   292 | TArray<EILight *, TArrayDefaultAllocator>::SetSize(int, int) | 37.6%
iobject | 0x8004C7F0 |   300 | ISimsObjectModel::GetHeightOffset(void) | 37.6%
iobject | 0x8004D598 |   308 | ISimsObjectModel::UpdateParticle(ObjAnimDef *) | 37.6%
iobject | 0x8004E028 |   308 | ISimsObjectModel::UpdateTracks(void) | 37.6%
iobject | 0x80050B00 |   312 | ISimsObjectModel::SetInitalObjectState(void) | 37.6%
iobject | 0x8004BC6C |   320 | EParticleEffect::~EParticleEffect(void) | 37.6%
iobject | 0x8004C500 |   324 | ISimsObjectModel::ISimsObjectModel(void) | 37.6%
iobject | 0x8004DDEC |   328 | ISimsObjectModel::UpdateHighlightAnim(void) | 37.6%
iobject | 0x8004B8E0 |   344 | EParticleEffect::EParticleEffect(AttachmentNode &, EMat4 &) | 37.6%
iobject | 0x8004C1F8 |   344 | EParticleObj::CreateEffects(EMat4 &, float, ObjAnimDef *) | 37.6%
iobject | 0x80050D44 |   368 | ISimsObjectModel::SetObjOrient(void) | 37.6%
iobject | 0x800504B8 |   376 | ISimsObjectModel::GetAnimDef(int, bool) | 37.6%
iobject | 0x80050288 |   400 | ISimsObjectModel::AnimateLights(void) | 37.6%
iobject | 0x8005455C |   424 | ISimsObjectModel::StartNewAnimTrack(ObjAnimDef *, bool) | 37.6%
iobject | 0x8004C644 |   428 | ISimsObjectModel::~ISimsObjectModel(void) | 37.6%
iobject | 0x80050630 |   440 | ISimsObjectModel::processAnimEvents(ERAnim *, int, int, bool) | 37.6%
iobject | 0x80050F14 |   444 | ISimsObjectModel::OrentSubObject(void) | 37.6%
iobject | 0x8004D6CC |   468 | ISimsObjectModel::SetupCharacter(void) | 37.6%
iobject | 0x80054704 |   476 | ISimsObjectModel::ProcessPropertyEventTags(ObjAnimDef *, float) | 37.6%
iobject | 0x8004E868 |   492 | ISimsObjectModel::SetWallForPortal(void) | 37.6%
iobject | 0x8004C9D0 |   524 | ISimsObjectModel::CleanupStuff(ERLevel *) | 37.6%
iobject | 0x8004ED3C |   540 | ISimsObjectModel::TryAnimateObject(short, short *) | 37.6%
iobject | 0x8004BA38 |   564 | EParticleEffect::UpdateParticleEffectLoad(void) | 37.6%
iobject | 0x8004BDAC |   568 | EParticleEffect::SetPos(EMat4 &, EVec3 *) | 37.6%
iobject | 0x8004F658 |   640 | ISimsObjectModel::CalcLightsFromPos(ELights *, bool) | 37.6%
iobject | 0x8004F8D8 |   712 | ISimsObjectModel::DoLightingCalculation(void) | 37.6%
iobject | 0x800507E8 |   792 | ISimsObjectModel::animEventHandler(ERAnim *, EAnimNote &, int) | 37.6%
iobject | 0x80052190 |   948 | ISimsCounterTopObject::SetObjOrient(void) | 37.6%
iobject | 0x8004E15C |   988 | ISimsObjectModel::UpdateAnimTrack(ObjAnimDef *, bool) | 37.6%
iobject | 0x8004D8A0 |  1092 | ISimsObjectModel::InitBulb(void) | 37.6%
iobject | 0x8004FE28 |  1120 | ISimsObjectModel::Draw(ELevelDrawData &) | 37.6%
iobject | 0x80051B94 |  1144 | ISimsMultiTileObjectModel::SetObjOrient(void) | 37.6%
iobject | 0x8004F02C |  1580 | ISimsObjectModel::BlendHighlights(ELights *, bool *) | 37.6%
iobject | 0x800526EC |  1792 | IShrubObject::SetObjOrient(void) | 37.6%
iobject | 0x8005127C |  1904 | ISimsWallObjectModel::SetObjOrient(void) | 37.6%
iobject | 0x8004CBDC |  2492 | ISimsObjectModel::Update(void) | 37.6%
iobject | 0x80052E3C |  3124 | ISimsObjectModel::ApplyMatrix(float, EVec3 &, EVec3 &) | 37.6%

# --- e_rdataset [9/24, 37.5%] ---
e_rdataset | 0x80369834 |    12 | ERDataset::GetTypeInfo(void) const | 37.5%
e_rdataset | 0x80369840 |    12 | ERDataset::GetTypeName(void) const | 37.5%
e_rdataset | 0x8036984C |    12 | ERDataset::GetTypeKey(void) const | 37.5%
e_rdataset | 0x80369858 |    12 | ERDataset::GetTypeVersion(void) const | 37.5%
e_rdataset | 0x80369864 |    12 | ERDataset::GetTypeInfoStatic(void) | 37.5%
e_rdataset | 0x80369870 |    12 | ERDataset::GetReadVersion(void) | 37.5%

# --- stringbuffer2 [9/24, 37.5%] ---
stringbuffer2 | 0x800A6CB8 |    44 | localConvertToWide(unsigned wchar_t *, char *) | 37.5%

# --- e_rdataset [9/24, 37.5%] ---
e_rdataset | 0x80369780 |    48 | ERDataset::New(void) | 37.5%

# --- stringbuffer2 [9/24, 37.5%] ---
stringbuffer2 | 0x800A6CE4 |    56 | StringBuffer2::StringBuffer2(unsigned wchar_t *, unsigned int) | 37.5%
stringbuffer2 | 0x800A718C |    56 | StringBuffer2::appendChar(wchar_t) | 37.5%
stringbuffer2 | 0x800A7438 |    60 | StringBuffer2::assignDebug(StringBuffer &) | 37.5%

# --- e_mutex [6/16, 37.5%] ---
e_mutex | 0x802CBCAC |    68 | EMutex::operator--(int) | 37.5%
e_mutex | 0x802CBCF0 |    68 | EMutex::operator--(void) | 37.5%

# --- houserecon [6/16, 37.5%] ---
houserecon | 0x800452A4 |    68 | HouseRecon::findHRSelector(int) | 37.5%

# --- e_mutex [6/16, 37.5%] ---
e_mutex | 0x802CBC1C |    72 | EMutex::operator++(void) | 37.5%
e_mutex | 0x802CBC64 |    72 | EMutex::operator++(int) | 37.5%
e_mutex | 0x802CB96C |    80 | EMutex::~EMutex(void) | 37.5%
e_mutex | 0x802CBA70 |    80 | EThreadMutex::EThreadMutex(void) | 37.5%
e_mutex | 0x802CBD34 |    80 | EThreadMutex::~EThreadMutex(void) | 37.5%

# --- e_rdataset [9/24, 37.5%] ---
e_rdataset | 0x80368E40 |    80 | ERDataset::ERDataset(void) | 37.5%

# --- stringbuffer2 [9/24, 37.5%] ---
stringbuffer2 | 0x800A6F80 |    80 | StringBuffer2::compareNoCase(StringBuffer2 &) const | 37.5%
stringbuffer2 | 0x800A7080 |    84 | StringBuffer2::charAt(int) const | 37.5%
stringbuffer2 | 0x800A70D4 |    84 | StringBuffer2::AddrAt(int) | 37.5%

# --- e_mutex [6/16, 37.5%] ---
e_mutex | 0x802CB914 |    88 | EMutex::EMutex(void) | 37.5%

# --- stringbuffer2 [9/24, 37.5%] ---
stringbuffer2 | 0x800A71C4 |    96 | StringBuffer2::appendNum(int) | 37.5%

# --- unlockdisplayobjectsim [3/8, 37.5%] ---
unlockdisplayobjectsim | 0x80079C70 |    96 | CUnlockDisplayObjectSim::CUnlockDisplayObjectSim(void) | 37.5%

# --- e_mutex [6/16, 37.5%] ---
e_mutex | 0x802CBB70 |   100 | EThreadMutex::Release(void) | 37.5%

# --- houserecon [6/16, 37.5%] ---
houserecon | 0x8004516C |   100 | ObjectSaveIDTable::findHRSel(short) const | 37.5%
houserecon | 0x800451D0 |   100 | HouseRecon::HouseRecon(void) | 37.5%
houserecon | 0x8039F4B4 |   100 | int ReconLoadObject<ObjectSaveTypeTable3>(ObjectSaveTypeTable3 *, iResFile *, int, short, int *) | 37.5%
houserecon | 0x8039F518 |   100 | int ReconLoadObject<ObjectSaveIDTable>(ObjectSaveIDTable *, iResFile *, int, short, int *) | 37.5%

# --- stringbuffer2 [9/24, 37.5%] ---
stringbuffer2 | 0x800A7128 |   100 | StringBuffer2::toLower(void) | 37.5%
stringbuffer2 | 0x800A7474 |   104 | StringBuffer2::assignDebug(char *) | 37.5%

# --- houserecon [6/16, 37.5%] ---
houserecon | 0x80045234 |   112 | HouseRecon::~HouseRecon(void) | 37.5%

# --- unlockdisplayobjectsim [3/8, 37.5%] ---
unlockdisplayobjectsim | 0x80079E38 |   116 | CUnlockDisplayObjectSim::ServiceDataReady(void) | 37.5%

# --- stringbuffer2 [9/24, 37.5%] ---
stringbuffer2 | 0x800A7224 |   120 | StringBuffer2::appendNum(int, int) | 37.5%

# --- unlockdisplayobjectsim [3/8, 37.5%] ---
unlockdisplayobjectsim | 0x80079CD0 |   120 | CUnlockDisplayObjectSim::~CUnlockDisplayObjectSim(void) | 37.5%

# --- e_rdataset [9/24, 37.5%] ---
e_rdataset | 0x80369104 |   172 | ERDataset::DelRefSubResources(void) | 37.5%

# --- e_mutex [6/16, 37.5%] ---
e_mutex | 0x802CBAC0 |   176 | EThreadMutex::Acquire(unsigned int) | 37.5%

# --- stringbuffer2 [9/24, 37.5%] ---
stringbuffer2 | 0x800A6FD0 |   176 | StringBuffer2::compareNoCase(unsigned wchar_t *, int) const | 37.5%
stringbuffer2 | 0x800A729C |   180 | StringBuffer2::find(unsigned wchar_t *, int) const | 37.5%

# --- e_rdataset [9/24, 37.5%] ---
e_rdataset | 0x80368E90 |   184 | ERDataset::~ERDataset(void) | 37.5%
e_rdataset | 0x80369044 |   192 | ERDataset::AddRefSubResources(void) | 37.5%

# --- unlockdisplayobjectsim [3/8, 37.5%] ---
unlockdisplayobjectsim | 0x80079EB0 |   200 | CUnlockDisplayObjectSim::Draw(ERC *) | 37.5%

# --- e_rdataset [9/24, 37.5%] ---
e_rdataset | 0x803691B0 |   228 | ERDataset::TryIncrementSubResources(void) | 37.5%

# --- houserecon [6/16, 37.5%] ---
houserecon | 0x80045084 |   232 | ObjectSaveIDTable::DoStream(ReconBuffer *, int) | 37.5%

# --- stringbuffer2 [9/24, 37.5%] ---
stringbuffer2 | 0x800A7350 |   232 | StringBuffer2::findNoCase(unsigned wchar_t *, int) const | 37.5%

# --- unlockdisplayobjectsim [3/8, 37.5%] ---
unlockdisplayobjectsim | 0x80079D48 |   240 | CUnlockDisplayObjectSim::SetPerson(cXPerson *) | 37.5%

# --- e_rdataset [9/24, 37.5%] ---
e_rdataset | 0x80368F48 |   252 | ERDataset::Deallocate(void) | 37.5%

# --- houserecon [6/16, 37.5%] ---
houserecon | 0x800452E8 |   260 | HouseRecon::LoadHouseData(iResFile *) | 37.5%

# --- stringbuffer2 [9/24, 37.5%] ---
stringbuffer2 | 0x800A6D58 |   272 | StringBuffer2::append(unsigned wchar_t *, int) | 37.5%

# --- houserecon [6/16, 37.5%] ---
houserecon | 0x800453EC |   308 | HouseRecon::SaveHouseData(iResFile *, int) | 37.5%

# --- e_rdataset [9/24, 37.5%] ---
e_rdataset | 0x803C9E74 |   396 | vector<ERDataset::ResourceInfo, allocator<ERDataset::ResourceInfo> >::reserve(unsigned int) | 37.5%

# --- houserecon [6/16, 37.5%] ---
houserecon | 0x80044E60 |   548 | ObjectSaveTypeTable3::DoStream(ReconBuffer *, int) | 37.5%

# --- e_rdataset [9/24, 37.5%] ---
e_rdataset | 0x80369294 |  1148 | ERDataset::Load(EFile *, unsigned int) | 37.5%

# --- e_rlevel [50/135, 37.0%] ---
e_rlevel | 0x802380F4 |    12 | ERLevel::GetTypeInfo(void) const | 37.0%
e_rlevel | 0x80238100 |    12 | ERLevel::GetTypeName(void) const | 37.0%
e_rlevel | 0x8023810C |    12 | ERLevel::GetTypeKey(void) const | 37.0%
e_rlevel | 0x80238118 |    12 | ERLevel::GetTypeVersion(void) const | 37.0%
e_rlevel | 0x80238124 |    12 | ERLevel::GetTypeInfoStatic(void) | 37.0%
e_rlevel | 0x80238130 |    12 | ERLevel::GetReadVersion(void) | 37.0%
e_rlevel | 0x80238334 |    20 | ERLevel::ClearWallIndexSaves(void) | 37.0%
e_rlevel | 0x80238354 |    20 | ERLevel::GetInstance(int) | 37.0%
e_rlevel | 0x80238374 |    20 | ERLevel::GetVisInstance(int) | 37.0%
e_rlevel | 0x80238268 |    40 | ERLevel::SetIdMapTableSize(int) | 37.0%
e_rlevel | 0x80238034 |    44 | ERLevel::New(void) | 37.0%
e_rlevel | 0x802381E8 |    44 | ERLevel::operator delete(void *) | 37.0%
e_rlevel | 0x80238060 |    48 | ERLevel::Construct(ERLevel *) | 37.0%
e_rlevel | 0x802381B0 |    48 | ERLevel::operator new(unsigned int) | 37.0%
e_rlevel | 0x802382B0 |    48 | ERLevel::UpdateRooms(int) | 37.0%
e_rlevel | 0x802382F8 |    60 | ERLevel::RefreshRoomAssignment(EInstance *) | 37.0%
e_rlevel | 0x80231B90 |    64 | ERLevel::AddInstancesFromList(TNodeList<EInstance *> &) | 37.0%
e_rlevel | 0x80232DF8 |    68 | ERLevel::ClearJustReadByLevelFlags(void) | 37.0%
e_rlevel | 0x802337D4 |    80 | ERLevel::PrepareInstance(EInstance *) | 37.0%
e_rlevel | 0x80231120 |    88 | AllocOTD(void) | 37.0%
e_rlevel | 0x80233B44 |    88 | ERLevel::FixInstanceList(TNodeList<EInstance *> &) | 37.0%
e_rlevel | 0x8023637C |   100 | ERLevel::RegisterFloor(EOrderTableData &) | 37.0%
e_rlevel | 0x80231240 |   104 | Outside(unsigned int, bool, short &, short &) | 37.0%
e_rlevel | 0x80233EA4 |   108 | ERLevel::UnregisterFloorOTDs(EInstance *) | 37.0%
e_rlevel | 0x80234A70 |   116 | ERLevel::DrawOrderTableSlot(EOrderTableData *) | 37.0%
e_rlevel | 0x80232D80 |   120 | ERLevel::AllocAndLoadLevel(EFile &) | 37.0%
e_rlevel | 0x80233964 |   120 | ERLevel::GetRoomIndex(EInstance *) const | 37.0%
e_rlevel | 0x80234438 |   120 | ERLevel::CalcRadiusFromViewParams(float, float, float) | 37.0%
e_rlevel | 0x80232F84 |   124 | ERLevel::DestroyInstancesOriginallyReadByLevel(void) | 37.0%
e_rlevel | 0x80236E88 |   132 | ERLevel::UpdateLightsIntensityScale(int, EVec3) | 37.0%
e_rlevel | 0x80237918 |   136 | ERLevel::UpdateFloorLighting(void) | 37.0%
e_rlevel | 0x803C1618 |   136 | EStream & operator>><EInstance *>(EStream &, TNodeList<EInstance *> &) | 37.0%
e_rlevel | 0x80233000 |   148 | ERLevel::Deallocate(void) | 37.0%
e_rlevel | 0x802343A0 |   152 | ERLevel::Update(void) | 37.0%
e_rlevel | 0x80236288 |   152 | ERLevel::AllocAndCopyOTD(EOrderTableData &) | 37.0%
e_rlevel | 0x80236F74 |   152 | ERLevel::ResetLightLocations(void) | 37.0%
e_rlevel | 0x802338C8 |   156 | ERLevel::RemoveInstanceFromRoom(EInstance *) | 37.0%
e_rlevel | 0x80233824 |   164 | ERLevel::AddInstanceToRoom(EInstance *) | 37.0%
e_rlevel | 0x802363E0 |   168 | ERLevel::InsertInOrderTable(EOrderTableData &) | 37.0%
e_rlevel | 0x80231BD0 |   172 | ERLevel::AddInstancesFromBoundTree(EStorable *) | 37.0%
e_rlevel | 0x802341B0 |   176 | ERLevel::AddBounds(EBound3 &, EBound3 &, bool &) | 37.0%
e_rlevel | 0x803C16A0 |   176 | EStream & operator>><unsigned int, EInstance *>(EStream &, TRedBlackTree<unsigned int, EInstance *> &) | 37.0%
e_rlevel | 0x803C1750 |   176 | EInstance ** find<EInstance **, EInstance *>(EInstance **, EInstance **, EInstance * &) | 37.0%
e_rlevel | 0x80231178 |   180 | FreeOTDList(EOrderTableData *&) | 37.0%
e_rlevel | 0x803C1564 |   180 | EStream & operator<<<unsigned int, EInstance *>(EStream &, TRedBlackTree<unsigned int, EInstance *> &) | 37.0%
e_rlevel | 0x80236BEC |   188 | ERLevel::DrawWireFrame(ERC *) | 37.0%
e_rlevel | 0x80233D1C |   192 | ERLevel::Init(void) | 37.0%
e_rlevel | 0x80234AE4 |   192 | ERLevel::DrawOrderTableSlotFast(EOrderTableData *) | 37.0%
e_rlevel | 0x80233DDC |   200 | UnregisterFloorOTDsFromList(EOrderTableData **, EInstance *) | 37.0%
e_rlevel | 0x802379B4 |   200 | ERLevel::GetLightsAtLocation(EVec3 &, int, ELights &) | 37.0%
e_rlevel | 0x8023700C |   204 | CalcSkyLights(SkyLights &, EVec3 &, ELights &) | 37.0%
e_rlevel | 0x80237278 |   216 | ApplyWeatherEffects(levelraininfo *, float, LevelLightingEntry &) | 37.0%
e_rlevel | 0x80233454 |   232 | ERLevel::AddInstanceToLevel(EInstance *) | 37.0%
e_rlevel | 0x80236488 |   232 | ERLevel::InsertInDOFForegroundObjectList(EOrderTableData &) | 37.0%
e_rlevel | 0x80233368 |   236 | ERLevel::InsertSkydomeInstance(EInstance *) | 37.0%
e_rlevel | 0x8023353C |   240 | ERLevel::AddInstanceToLevelHead(EInstance *) | 37.0%
e_rlevel | 0x80234BA4 |   244 | ERLevel::DrawSortedOrderTable(EOrderTableData *) | 37.0%
e_rlevel | 0x80234260 |   264 | ERLevel::CalcBounds(void) | 37.0%
e_rlevel | 0x80233A38 |   268 | ERLevel::FixInstances(void) | 37.0%
e_rlevel | 0x80234090 |   288 | ERLevel::SetBounds(EInstance *, EBound3 &) | 37.0%
e_rlevel | 0x80233094 |   296 | ERLevel::DeallocateSub(void) | 37.0%
e_rlevel | 0x80237350 |   320 | InterpolateSkyLights(float, SkyLights &, SkyLights &, SkyLights &) | 37.0%
e_rlevel | 0x80232E3C |   328 | ERLevel::DestroyInstancesWithoutJustReadByLevelFlags(void) | 37.0%
e_rlevel | 0x802377AC |   364 | ERLevel::OutsideLightsUpdate(float, LevelLightingEntry &) | 37.0%
e_rlevel | 0x80235DA4 |   368 | ERLevel::ObjectShouldBeOccluded(EInstance *) | 37.0%
e_rlevel | 0x802367B8 |   376 | ERLevel::DrawOrderTable(void) | 37.0%
e_rlevel | 0x80233F10 |   384 | ERLevel::RemoveInstance(EInstance *) | 37.0%
e_rlevel | 0x80231700 |   404 | ERLevel::~ERLevel(void) | 37.0%
e_rlevel | 0x802370D8 |   416 | InterpolateToGraySky(float, LevelLightingEntry &) | 37.0%
e_rlevel | 0x8023362C |   420 | ERLevel::AddWallInstanceToLevel(EInstance *) | 37.0%
e_rlevel | 0x80232BB0 |   464 | ERLevel::Refresh(EFile *) | 37.0%
e_rlevel | 0x80236CA8 |   480 | ERLevel::SetRoomCount(int) | 37.0%
e_rlevel | 0x80236598 |   544 | ERLevel::DrawOrderTableEntry(EOrderTableData *, ERC *) | 37.0%
e_rlevel | 0x80234508 |   568 | ERLevel::DrawObjectShadowsOutside(TNodeList<EInstance *> &) | 37.0%
e_rlevel | 0x80237D04 |   620 | LevelLightingTuning::ProcessOverrides(LevelLightingEntry &) | 37.0%
e_rlevel | 0x80237A7C |   648 | LevelLightingTuning::LevelLightingTuning(void) | 37.0%
e_rlevel | 0x802318F0 |   672 | ERLevel::Write(EStream &) | 37.0%
e_rlevel | 0x80236930 |   700 | ERLevel::IntersectBoundBox(EBound3 &, EVec3 &, EVec3 &) | 37.0%
e_rlevel | 0x80237490 |   756 | InterpolateLevelLighting(LevelLighting *, float, LevelLightingEntry &) | 37.0%
e_rlevel | 0x80235F58 |   784 | ERLevel::DrawSimShadow(int) | 37.0%
e_rlevel | 0x80234740 |   816 | ERLevel::DrawObjectShadowsInside(TNodeList<EInstance *> &) | 37.0%
e_rlevel | 0x80231348 |   952 | ERLevel::ERLevel(void) | 37.0%
e_rlevel | 0x80231C7C |  1720 | ERLevel::Read(EStream &) | 37.0%
e_rlevel | 0x80232334 |  2172 | ERLevel::Load(EFile &) | 37.0%
e_rlevel | 0x80234C98 |  4364 | ERLevel::Draw(ERC *) | 37.0%

# --- casmediator [8/22, 36.4%] ---
casmediator | 0x801622F4 |    24 | CasMediator::SetControllerFilterId(unsigned int, unsigned int) | 36.4%
casmediator | 0x801620D8 |    28 | CasMediator::GetEditSimDescription(void) | 36.4%

# --- e_window [12/33, 36.4%] ---
e_window | 0x803009D4 |    28 | EWindow::TransformScale(float, float, float &, float &) | 36.4%

# --- casmediator [8/22, 36.4%] ---
casmediator | 0x8016230C |    32 | CasMediator::GetControllerFilterId(unsigned int) const | 36.4%

# --- e_window [12/33, 36.4%] ---
e_window | 0x80300950 |    36 | EWindow::Transform(float, float, float &, float &) | 36.4%
e_window | 0x803009F0 |    36 | EWindow::TransformScale(EVec2 &, EVec2 &) | 36.4%

# --- casmediator [8/22, 36.4%] ---
casmediator | 0x8016226C |    44 | CasMediator::SetCasMode(int) | 36.4%

# --- e_window [12/33, 36.4%] ---
e_window | 0x80300330 |    44 | EWindow::TransformToPixel(EVec2 &, EVec2 &) | 36.4%
e_window | 0x80300924 |    44 | EWindow::Transform(EVec2 &, EVec2 &) | 36.4%
e_window | 0x803009A8 |    44 | EWindow::TransformInv(float, float, float &, float &) | 36.4%
e_window | 0x8030086C |    52 | EWindow::operator delete(void *) | 36.4%
e_window | 0x80300974 |    52 | EWindow::TransformInv(EVec2 &, EVec2 &) | 36.4%
e_window | 0x803008A0 |    60 | EWindow::SetInputCoordinatesAndClip(TRect<float> &) | 36.4%

# --- casmediator [8/22, 36.4%] ---
casmediator | 0x8016222C |    64 | CasMediator::DrawSim(ERC *) | 36.4%
casmediator | 0x80162298 |    92 | CasMediator::IsTransitionComplete(void) | 36.4%
casmediator | 0x803B0AC0 |    92 | _Rb_tree<CasListener *, CasListener *, _Identity<CasListener *>, less<CasListener *>, allocator<CasListener *> >::_M_erase(_Rb_tree_node<CasListener *> *) | 36.4%

# --- e_window [12/33, 36.4%] ---
e_window | 0x80300A84 |   100 | EWindow::ClipTest(TRect<float> &) | 36.4%
e_window | 0x802FFC80 |   112 | EWindow::~EWindow(void) | 36.4%
e_window | 0x802FFF10 |   132 | EWindow::ScaleOutputRectForScreenshot(TRect<float> *) | 36.4%

# --- casmediator [8/22, 36.4%] ---
casmediator | 0x80161C88 |   144 | CasMediator::~CasMediator(void) | 36.4%
casmediator | 0x80162030 |   168 | CasMediator::PostEvent(CasEvent &) | 36.4%

# --- e_window [12/33, 36.4%] ---
e_window | 0x802FFCF0 |   168 | EWindow::SetRenderSurface(ERenderSurface *, int) | 36.4%
e_window | 0x802FFF94 |   172 | EWindow::ScaleScissorRectForScreenshot(TRect<float> *, TRect<float> *) | 36.4%

# --- casmediator [8/22, 36.4%] ---
casmediator | 0x80161BCC |   188 | CasMediator::CasMediator(void) | 36.4%
casmediator | 0x80161F68 |   192 | CasMediator::RemoveAllListeners(void) | 36.4%

# --- e_window [12/33, 36.4%] ---
e_window | 0x80300648 |   200 | EWindow::SetInputCoordinates(TRect<float> &) | 36.4%
e_window | 0x80300710 |   200 | EWindow::SetOutputCoordinates(TRect<float> &) | 36.4%
e_window | 0x802FFB98 |   232 | EWindow::EWindow(void) | 36.4%

# --- casmediator [8/22, 36.4%] ---
casmediator | 0x803B0B1C |   260 | _Rb_tree<CasListener *, CasListener *, _Identity<CasListener *>, less<CasListener *>, allocator<CasListener *> >::_M_insert(_Rb_tree_node_base *, _Rb_tree_node_base *, CasListener *&, _Rb_tree_node_base *) | 36.4%

# --- e_window [12/33, 36.4%] ---
e_window | 0x803004A0 |   268 | EWindow::CalcClip(void) | 36.4%

# --- casmediator [8/22, 36.4%] ---
casmediator | 0x803B0C20 |   280 | _Rb_tree<CasListener *, CasListener *, _Identity<CasListener *>, less<CasListener *>, allocator<CasListener *> >::insert_unique(CasListener *&) | 36.4%

# --- e_window [12/33, 36.4%] ---
e_window | 0x8030035C |   324 | EWindow::CalcWindowMat(void) | 36.4%
e_window | 0x802FFD98 |   376 | EWindow::ScaleForScreenshot(bool, int, int, int, int) | 36.4%

# --- casmediator [8/22, 36.4%] ---
casmediator | 0x80161D84 |   484 | CasMediator::RemoveListener(CasListener &) | 36.4%

# --- e_window [12/33, 36.4%] ---
e_window | 0x80300040 |   752 | EWindow::Select(ERC *) | 36.4%

# --- nghresfile [48/133, 36.1%] ---
nghresfile | 0x800D3D3C |     4 | NghResFile::GetName(Memory::HandleNode *, StringBuffer &) | 36.1%
nghresfile | 0x800D3D58 |     4 | NghResFile::GetIndex(Memory::HandleNode *, short *) | 36.1%
nghresfile | 0x800D3F74 |     4 | NghResFile::SetInfo(Memory::HandleNode *, short, StringBuffer &, char) | 36.1%
nghresfile | 0x800D26E0 |    12 | GetTotalSaveGameSize(void) | 36.1%
nghresfile | 0x800D26EC |    12 | GetTotalNumberOfSaveGameSections(void) | 36.1%
nghresfile | 0x800D43DC |    32 | NghResFile::PrepareMemCardWrite(char *, unsigned char) | 36.1%
nghresfile | 0x800D8A84 |    36 | NghResFile::SwapFourByteNumber(unsigned int *) | 36.1%
nghresfile | 0x800D6C08 |    44 | NghResFile::AreHouseContentsLoaded(unsigned int) const | 36.1%
nghresfile | 0x800D2670 |    48 | GetTotalMemoryCardCacheSize(void) | 36.1%
nghresfile | 0x800D38F0 |    48 | GetUserIndex(int) | 36.1%
nghresfile | 0x800D43FC |    48 | NghResFile::FinishMemCardWrite(char *, unsigned char) | 36.1%
nghresfile | 0x800D3880 |    56 | GetNghIndex(int) | 36.1%
nghresfile | 0x800D38B8 |    56 | GetHouseIndex(int) | 36.1%
nghresfile | 0x800D53E4 |    56 | NghResFile::GetThumbIdFromFamilyAndIndex(int, int) | 36.1%
nghresfile | 0x800D5484 |    60 | NghResFile::GetResIDFromThumbGUID(unsigned int) | 36.1%
nghresfile | 0x800D8AA8 |    60 | NghResFile::IsIDRegistered(NghResFile::RegistryID) | 36.1%
nghresfile | 0x800D541C |    64 | NghResFile::StoreFamilyThumbGUID(int, int, unsigned int) | 36.1%
nghresfile | 0x800D2700 |    68 | NghLayout::GetSectionNumberForOffset(unsigned int) | 36.1%
nghresfile | 0x800D6BC4 |    68 | NghResFile::FlushAllHouseContents(void) | 36.1%
nghresfile | 0x800D399C |    72 | calculateDataSizeForList(NghResFileWriteInfo *, int &) | 36.1%
nghresfile | 0x800D2A68 |    76 | MemoryCardCache::GetSubSectionMemoryUsage(NghLayout *, int) | 36.1%
nghresfile | 0x800D407C |    84 | NghResFile::FlushNeighborData(void) | 36.1%
nghresfile | 0x800D3F84 |    92 | NghResFile::FlushHouseData(unsigned int) | 36.1%
nghresfile | 0x800D8D90 |   112 | NghResFile::SectionSaveViaRegistry(NghResFile::RegistryID, NghResFile::SectionID, NghResFile::SaveRecord &) | 36.1%
nghresfile | 0x800D8E00 |   112 | NghResFile::SaveCompleteViaRegistry(NghResFile::RegistryID, NghResFile::SectionID, NghResFile::SaveRecord &) | 36.1%
nghresfile | 0x800D8E70 |   112 | NghResFile::SectionLoadViaRegistry(NghResFile::RegistryID, NghResFile::SectionID, NghResFile::SaveRecord &) | 36.1%
nghresfile | 0x800D3920 |   124 | deleteList(NghResFileWriteInfo *) | 36.1%
nghresfile | 0x800D8D10 |   128 | NghResFile::FindNodeInRegistry(NghResFile::RegistryID, NghResFile::RegistryNode &) | 36.1%
nghresfile | 0x800D6B40 |   132 | NghResFile::FlushHouseContents(unsigned int) | 36.1%
nghresfile | 0x800D2744 |   136 | NghLayout::GetSubSectionNumberForOffset(unsigned int) | 36.1%
nghresfile | 0x800D29DC |   140 | MemoryCardCache::GetMemoryUsage(NghLayout *) | 36.1%
nghresfile | 0x800D8954 |   140 | NghResFile::GetDefaultNghPath(char *, StackString<260> &) | 36.1%
