# Sims 2 GC Decomp — TU Work Queue
# Generated: 2026-03-29
# 439 TUs | 4654/16211 matched (28%)
# Unmatched functions: 11557
#
# Size distribution (unmatched):
#   <=20 bytes  (getter/setter tier): 517
#   <=100 bytes (easy grind tier):    4355
#   <=500 bytes (medium tier):        9993
#   >500 bytes  (complex tier):       1564
#
# Sorted by TU completion % DESC (closest-to-done first = easiest wins)
# TU_NAME | FUNC_ADDRESS | SIZE | FUNC_NAME | TU_COMPLETION_%
#==========================================================================================

e_rc | 0x802F9080 |   208 | ERC::Vertex(int, int, float *, float *, unsigned char *, signed char *, unsigned char *) | 24.5%
e_rc | 0x802F7334 |   216 | ERC::DisplayList(EDL *) | 24.5%
e_rc | 0x802F84B8 |   220 | ERC::RectListRot(int, float *, EVec4 &, float) | 24.5%
e_rc | 0x802F8DE8 |   220 | ERC::SetBlendMode(int, int, int, int, float, int) | 24.5%
e_rc | 0x802F87A4 |   224 | ERC::DirectRect(EVec2 &, EVec2 &, EVec4 &, float) | 24.5%
e_rc | 0x802F83D4 |   228 | ERC::RectList(int, float *, EVec4 &, float) | 24.5%
e_rc | 0x802F6698 |   244 | ERC::Send(void) | 24.5%
e_rc | 0x802F7134 |   256 | ERC::LineStreakList(int, EVec4 &, EVec4 &, EGELineStreak *) | 24.5%
e_rc | 0x802F793C |   264 | ERC::FlushQueuedMatrices(void) | 24.5%
e_rc | 0x802F8594 |   264 | ERC::Rect(EVec2 &, EVec2 &, EVec2 &, EVec2 &, EVec4 &, float) | 24.5%
e_rc | 0x802F869C |   264 | ERC::Rect(EVec2 &, EVec2 &, EVec4 *, EVec2 &, EVec2 &, float) | 24.5%
e_rc | 0x802F8918 |   280 | ERC::TextureMatrix(EMat4 *, ETCTransformSource, bool, bool, int) | 24.5%
e_rc | 0x802F97A0 |   288 | ERC::CopyScreenToTexture(ETexture *, EVec4 &, EVec2 &) | 24.5%
e_rc | 0x802F6D5C |   300 | ERC::PointList(int, float *, float *, unsigned char *, signed char *, unsigned char *) | 24.5%
e_rc | 0x802F6F3C |   300 | ERC::SpriteList(int, float *, float *, unsigned char *, signed char *, unsigned char *) | 24.5%
e_rc | 0x802F68EC |   320 | ERC::TriStrip(int, float *, float *, unsigned char *, signed char *, unsigned char *, bool) | 24.5%
e_rc | 0x802F6A60 |   332 | ERC::TriStrip(int, short *, short *, unsigned char *, signed char *, unsigned char *, bool) | 24.5%
e_rc | 0x802F9494 |   480 | ERC::StencilClear(float, float, float, float, int) | 24.5%
e_rc | 0x802F9268 |   556 | ERC::ZClear(float, float, float, float, float) | 24.5%

# --- passiveinfluencemap [11/45, 24.4%] ---
passiveinfluencemap | 0x80113A58 |    52 | PassiveInfluenceMap::NotifySimulator(cXPerson *, int, int) | 24.4%
passiveinfluencemap | 0x803A8D38 |    52 | PassiveInfluenceItem::~PassiveInfluenceItem(void) | 24.4%
passiveinfluencemap | 0x80113F04 |    56 | PassiveInfluenceSystem::FlushSystem(void) | 24.4%
passiveinfluencemap | 0x801138F8 |    76 | PassiveInfluenceMap::GetListForTile(int, int) | 24.4%
passiveinfluencemap | 0x803A8798 |   108 | _List_base<PassiveInfluencePerson *, allocator<PassiveInfluencePerson *> >::clear(void) | 24.4%
passiveinfluencemap | 0x803A8804 |   108 | _List_base<PassiveInfluenceObject *, allocator<PassiveInfluenceObject *> >::clear(void) | 24.4%
passiveinfluencemap | 0x803A8870 |   108 | _List_base<PassiveInfluenceTarget *, allocator<PassiveInfluenceTarget *> >::clear(void) | 24.4%
passiveinfluencemap | 0x803A8CC8 |   112 | PassiveInfluenceTarget::PassiveInfluenceTarget(void) | 24.4%
passiveinfluencemap | 0x8011513C |   132 | PassiveInfluenceSystem::SetSkillNameID(cXObject *, AnimRef *) | 24.4%
passiveinfluencemap | 0x801133E8 |   136 | PassiveInfluenceMap::PassiveInfluenceMap(int, int) | 24.4%
passiveinfluencemap | 0x80113DB0 |   152 | PassiveInfluenceSystem::PassiveInfluenceSystem(void) | 24.4%
passiveinfluencemap | 0x801150A0 |   156 | PassiveInfluenceSystem::ClearInfluenceMotiveDeltas(cXObject *) | 24.4%
passiveinfluencemap | 0x8011623C |   164 | PassiveInfluenceMap::Validate(void) | 24.4%
passiveinfluencemap | 0x80113470 |   176 | PassiveInfluenceMap::~PassiveInfluenceMap(void) | 24.4%
passiveinfluencemap | 0x80113E48 |   188 | PassiveInfluenceSystem::~PassiveInfluenceSystem(void) | 24.4%
passiveinfluencemap | 0x80113944 |   276 | PassiveInfluenceMap::EmptyMap(void) | 24.4%
passiveinfluencemap | 0x80113C68 |   320 | PassiveInfluenceMap::ApplyInfluence(PassiveInfluenceObject *, PassiveInfluenceTarget *) | 24.4%
passiveinfluencemap | 0x803A8B60 |   336 | PassiveInfluenceObject::~PassiveInfluenceObject(void) | 24.4%
passiveinfluencemap | 0x803A8D6C |   376 | PassiveInfluenceTarget::~PassiveInfluenceTarget(void) | 24.4%
passiveinfluencemap | 0x80113740 |   440 | PassiveInfluenceMap::RemoveItemFromMap(PassiveInfluenceItem *) | 24.4%
passiveinfluencemap | 0x8011416C |   472 | PassiveInfluenceSystem::RemoveObjectFromMap(cXObject *) | 24.4%
passiveinfluencemap | 0x80113A8C |   476 | PassiveInfluenceMap::CheckObjectInfluence(PassiveInfluenceTarget *) | 24.4%
passiveinfluencemap | 0x80113520 |   544 | PassiveInfluenceMap::AddItemToMap(PassiveInfluenceItem *) | 24.4%
passiveinfluencemap | 0x80115700 |   552 | PassiveInfluenceMap::FilledArc_Polygon(int, int, int, int, int, int *, vert2 *) | 24.4%
passiveinfluencemap | 0x80113F40 |   556 | PassiveInfluenceSystem::AddObjectToMap(cXObject *, signed char, signed char, signed char, signed char) | 24.4%
passiveinfluencemap | 0x801151C0 |   616 | PassiveInfluenceMap::CalculateTargetArea(PassiveInfluenceItem *) | 24.4%
passiveinfluencemap | 0x803A88DC |   620 | PassiveInfluencePerson::~PassiveInfluencePerson(void) | 24.4%
passiveinfluencemap | 0x80114B9C |   640 | PassiveInfluenceSystem::CheckObjects(int) | 24.4%
passiveinfluencemap | 0x80114E1C |   644 | PassiveInfluenceSystem::SetInfluenceMotiveDelta(cXObject *, unsigned char, float, short) | 24.4%
passiveinfluencemap | 0x80115928 |   688 | PassiveInfluenceMap::FilledArc(int, int, int, int, int, PassiveInfluenceItem *) | 24.4%
passiveinfluencemap | 0x80115428 |   728 | PassiveInfluenceMap::FilledArc_Line(int, int, int, PassiveInfluenceItem *) | 24.4%
passiveinfluencemap | 0x80114344 |   960 | PassiveInfluenceSystem::MoveObjectInWorld(cXObject *) | 24.4%
passiveinfluencemap | 0x80114704 |  1176 | PassiveInfluenceSystem::NotifySimulator(cXPerson *, int, int) | 24.4%
passiveinfluencemap | 0x80115BD8 |  1636 | PassiveInfluenceMap::CalculateAffectedArea(PassiveInfluenceItem *) | 24.4%

# --- siminteractor [10/41, 24.4%] ---
siminteractor | 0x8021CEE4 |    12 | FadeSquare::StartFade(void) | 24.4%
siminteractor | 0x8021ECB0 |    12 | InteractorModule::SimInteractor::ReturnPlumbobToSim(PlumbBob *, EVec3 &) | 24.4%
siminteractor | 0x8021F0AC |    12 | InteractorModule::SimInteractor::SetupCutToSim(void) | 24.4%
siminteractor | 0x8021F0D8 |    20 | InteractorModule::SimInteractor::GetPlumbBobShadowSave(void) | 24.4%
siminteractor | 0x8021CEF0 |    24 | FadeSquare::StopDraw(void) | 24.4%
siminteractor | 0x8021E890 |    24 | InteractorModule::SimInteractor::ResetSnapTimer(void) | 24.4%
siminteractor | 0x8021CFB0 |    28 | FadeSquare::ShouldDraw(void) | 24.4%
siminteractor | 0x8021DFF4 |    36 | InteractorModule::SimInteractor::GetInteractorInfo(InteractorModule::InteractorInfo &) | 24.4%
siminteractor | 0x8021E5D8 |    56 | InteractorModule::SimInteractor::ResetInputState(void) | 24.4%
siminteractor | 0x8021E8A8 |    64 | InteractorModule::SimInteractor::GetSelectionRadius(void) | 24.4%
siminteractor | 0x8021CE00 |    76 | FadeSquare::FadeSquare(void) | 24.4%
siminteractor | 0x8021E6E0 |    76 | InteractorModule::SimInteractor::ImmediatelyCutCursorAndCameraToPos(EVec3 &) | 24.4%
siminteractor | 0x8021CE4C |   100 | FadeSquare::~FadeSquare(void) | 24.4%
siminteractor | 0x8021DF90 |   100 | InteractorModule::SimInteractor::GetBeamScale(void) | 24.4%
siminteractor | 0x8021F00C |   104 | InteractorModule::SimInteractor::ChooseAction(Interaction *) | 24.4%
siminteractor | 0x8021D764 |   112 | InteractorModule::SimInteractor::ParseControls(void) | 24.4%
siminteractor | 0x8021ECBC |   112 | InteractorModule::SimInteractor::IsSimulatorPaused(void) | 24.4%
siminteractor | 0x8021D6DC |   136 | InteractorModule::SimInteractor::OnStop(void) | 24.4%
siminteractor | 0x8021D364 |   144 | InteractorModule::SimInteractor::~SimInteractor(void) | 24.4%
siminteractor | 0x8021CF08 |   168 | FadeSquare::Update(float) | 24.4%
siminteractor | 0x8021E4CC |   204 | InteractorModule::SimInteractor::OnCommandReleased(InteractorModule::InteractorInputManager::InteractorCommand) | 24.4%
siminteractor | 0x8021E610 |   208 | InteractorModule::SimInteractor::ReturnPlumbBobToOwner(void) | 24.4%
siminteractor | 0x8021D250 |   276 | InteractorModule::SimInteractor::SimInteractor(void) | 24.4%
siminteractor | 0x8021E72C |   356 | InteractorModule::SimInteractor::TryCutToSim(void) | 24.4%
siminteractor | 0x8021E8E8 |   432 | InteractorModule::SimInteractor::UpdateOverlapIntersection(InteractorModule::Interactor::OverlapData *) | 24.4%
siminteractor | 0x8021EA98 |   536 | InteractorModule::SimInteractor::ExecuteActionMenu(void) | 24.4%
siminteractor | 0x8021D45C |   640 | InteractorModule::SimInteractor::OnStart(InteractorModule::Interactor::InteractorParams *) | 24.4%
siminteractor | 0x8021CFCC |   644 | FadeSquare::Draw(ERC *, EVec3 &) | 24.4%
siminteractor | 0x8021ED2C |   668 | InteractorModule::SimInteractor::UpdateObjectHighlights(EIObjectMan *) | 24.4%
siminteractor | 0x8021E070 |  1116 | InteractorModule::SimInteractor::OnCommandPressed(InteractorModule::InteractorInputManager::InteractorCommand, float) | 24.4%
siminteractor | 0x8021D7D4 |  1980 | InteractorModule::SimInteractor::Update(float) | 24.4%

# --- camera [39/161, 24.2%] ---
camera | 0x8039D7E4 |    20 | TArray<EAnimNote, TArrayERAnimAllocator>::Init(void) | 24.2%
camera | 0x8001DFC8 |    24 | CameraDirector::LetterBox(bool) | 24.2%
camera | 0x8001A22C |    32 | ESimsCam::SetAnimationMode(CameraAnimationMode, cXObject *, cXObject *, bool) | 24.2%
camera | 0x8001EA4C |    32 | ESimsCam::SetTarget(EVec3 &) | 24.2%
camera | 0x8001E6B8 |    36 | CameraDirector::IsForceDisableHud(void) | 24.2%
camera | 0x80016044 |    40 | SimsCameraParameters::Validate(void) | 24.2%
camera | 0x80016080 |    40 | CameraMotionSystem::~CameraMotionSystem(void) | 24.2%
camera | 0x80016A8C |    44 | ESimsCam::Init(void) | 24.2%
camera | 0x80017070 |    44 | ESimsCam::SetZoom(float) | 24.2%
camera | 0x80017A90 |    44 | ESimsCam::CalcTiltFromZoom(float) | 24.2%
camera | 0x8001D33C |    44 | CameraDirector::InitAnim(int) | 24.2%
camera | 0x8001E68C |    44 | CameraDirector::ForceDisableHud(bool) | 24.2%
camera | 0x8001A00C |    48 | ESimsCam::GetCursorSpeed(void) | 24.2%
camera | 0x8039D884 |    48 | TArray<EAnimNote, TArrayERAnimAllocator>::TArray(void) | 24.2%
camera | 0x80016010 |    52 | SimsCameraParameters::~SimsCameraParameters(void) | 24.2%
camera | 0x800169E8 |    52 | ESimsCam::SetFov(float) | 24.2%
camera | 0x80019364 |    52 | ESimsCam::PointOffScreen(EVec3 &) | 24.2%
camera | 0x8001E9F8 |    52 | ESimsCam::operator delete(void *) | 24.2%
camera | 0x8039DADC |    52 | NewControlParms::~NewControlParms(void) | 24.2%
camera | 0x800184A0 |    56 | ESimsCam::CalcTranslationStiffness(void) const | 24.2%
camera | 0x800184D8 |    56 | ESimsCam::CalcRotationStiffness(void) const | 24.2%
camera | 0x80018510 |    56 | ESimsCam::CalcZoomStiffness(void) const | 24.2%
camera | 0x8001A03C |    56 | ESimsCam::GetCursorLimitTopWidth(void) | 24.2%
camera | 0x8001A074 |    56 | ESimsCam::GetCursorLimitDepth(void) | 24.2%
camera | 0x8001621C |    60 | CameraMotionSystem::MoveCamera(float) | 24.2%
camera | 0x8039D620 |    60 | float {anonymous}::InterpolateLinear<float>(float, float, float, float, float) | 24.2%
camera | 0x80016FB8 |    68 | ESimsCam::ApplyPan(float) | 24.2%
camera | 0x80015958 |    72 | {anonymous}::TurnOffMotionBlur(FrameEffectsManager *) | 24.2%
camera | 0x80016728 |    72 | ESimsCam::GetCurZoomRatio(void) | 24.2%
camera | 0x80015834 |    76 | void {anonymous}::InterpolateSmooth<float>(float *, float &, float, float) | 24.2%
camera | 0x8001699C |    76 | ESimsCam::GetFov(void) | 24.2%
camera | 0x8001D5F8 |    76 | CameraDirector::StartAnim(AnimRef *, bool, bool) | 24.2%
camera | 0x8039D7F8 |    76 | TArray<EAnimNote, TArrayERAnimAllocator>::Deallocate(void) | 24.2%
camera | 0x8039D8B4 |    76 | TArray<EAnimNote, TArrayERAnimAllocator>::Construct(EAnimNote *, int) | 24.2%
camera | 0x8039DA90 |    76 | TArray<EAnimNote, TArrayERAnimAllocator>::operator=(TArray<EAnimNote, TArrayERAnimAllocator> &) | 24.2%
camera | 0x8001ADB8 |    84 | ESimsCam::ReadControllerZoom(void) | 24.2%
camera | 0x8001AE0C |    84 | ESimsCam::ReadControllerRotation(void) | 24.2%
camera | 0x8039D5C8 |    88 | _Rb_global<bool>::_M_increment(_Rb_tree_node_base *) | 24.2%
camera | 0x8039D788 |    92 | TArray<EAnimNote, TArrayERAnimAllocator>::Destruct(EAnimNote *, int) | 24.2%
camera | 0x80016BD4 |    96 | ESimsCam::SetMode(ESimsCam::CameraMode) | 24.2%
camera | 0x8001D2DC |    96 | CameraDirector::SetFOV(float) | 24.2%
camera | 0x8001E944 |    96 | ESimsCam::ESimsCam(void) | 24.2%
camera | 0x8001B198 |   100 | CameraDirector::InitCurrentCamera(void) | 24.2%
camera | 0x800159A0 |   104 | {anonymous}::IsUsingSpecifiedInteractor(int, InteractorModule::InteractorType) | 24.2%
camera | 0x800192FC |   104 | ESimsCam::ForceTarget(EVec3 &) | 24.2%
camera | 0x8001A24C |   108 | ESimsCam::DrawDebug(ERC *) | 24.2%
camera | 0x80016A1C |   112 | ESimsCam::ForceFullScreenViewport(void) | 24.2%
camera | 0x8001A2B8 |   112 | ESimsCam::CursorNotActive(void) | 24.2%
camera | 0x8039D900 |   112 | TArray<EAnimNote, TArrayERAnimAllocator>::Copy(EAnimNote *, EAnimNote *, int) | 24.2%
camera | 0x80016FFC |   116 | ESimsCam::ApplyZoom(float) | 24.2%
camera | 0x8001AEE4 |   124 | CameraDirector::~CameraDirector(void) | 24.2%
camera | 0x80016B54 |   128 | ESimsCam::SetState(Panelstateman::Panelstate) | 24.2%
camera | 0x8001E4C0 |   128 | CameraDirector::BeginCameraBloomInterp(CameraBloomDataElement *) | 24.2%
camera | 0x8001AE60 |   132 | CameraDirector::CameraDirector(void) | 24.2%
camera | 0x8001669C |   140 | ESimsCam::~ESimsCam(void) | 24.2%
camera | 0x8001B3EC |   140 | CameraDirector::EnableControls(void) | 24.2%
camera | 0x800158C4 |   148 | {anonymous}::TurnOnMotionBlur(FrameEffectsManager *) | 24.2%
camera | 0x80019398 |   148 | ESimsCam::PointOutsideScreenRect(EVec3 &, float, float, float, float) | 24.2%
camera | 0x8001C840 |   148 | CameraDirector::InterpToCancelCamera(float, CamDirInterpType, bool) | 24.2%
camera | 0x80016AB8 |   156 | ESimsCam::Reset(void) | 24.2%
camera | 0x8001E5F0 |   156 | CameraDirector::BlurInterp(void) | 24.2%
camera | 0x80019F6C |   160 | ESimsCam::GetCursorPos(void) | 24.2%
camera | 0x8001B34C |   160 | CameraDirector::DisableControls(void) | 24.2%
camera | 0x800183F4 |   172 | ESimsCam::IsInDeadZone(EVec3 &) const | 24.2%
camera | 0x80019DFC |   172 | ESimsCam::CalcPitch(EVec3 &) | 24.2%
camera | 0x8001B478 |   172 | CameraDirector::AttachDummy(ENDummy *, EMat4 *) | 24.2%
camera | 0x8001E540 |   176 | CameraDirector::BloomInterp(void) | 24.2%
camera | 0x8001A0AC |   188 | ESimsCam::GetObjectPosition(EVec3 *, cXObject *) | 24.2%
camera | 0x80019EA8 |   196 | ESimsCam::CalcZAxisTheta(EVec3 &) | 24.2%
camera | 0x8001A168 |   196 | ESimsCam::GetObjectOrientation(EVec3 *, cXObject *) | 24.2%
camera | 0x8001CD20 |   212 | CameraDirector::CheckCancelled(void) | 24.2%
camera | 0x8001DB94 |   212 | CameraDirector::UpdateAnimNoteTrack(void) | 24.2%
camera | 0x8001AF60 |   216 | CameraDirector::Reset(void) | 24.2%
camera | 0x8001E3E0 |   224 | CameraDirector::AnimEventHandler(AnimRef *, EAnimNote &, int) | 24.2%
camera | 0x8001E1FC |   228 | CameraDirector::ProcessPropertyEventTags(void) | 24.2%
camera | 0x8001A328 |   252 | ESimsCam::SetActiveNoiseSetting(CameraNoiseSetting) | 24.2%
camera | 0x8001E2E0 |   256 | CameraDirector::ProcessAnimEvents(AnimRef *, int, int) | 24.2%
camera | 0x80016110 |   268 | CameraMotionSystem::SnapCamera(void) | 24.2%
camera | 0x8001B078 |   288 | CameraDirector::InitSimsCamera(void) | 24.2%
camera | 0x8039D970 |   288 | TArray<EAnimNote, TArrayERAnimAllocator>::SetSize(int, int) | 24.2%
camera | 0x80017DC0 |   300 | ESimsCam::ResetPos(float) | 24.2%
camera | 0x8039D65C |   300 | void {anonymous} InterpolateSmooth<EVec3>(EVec3 *, EVec3 &, float, float) | 24.2%
camera | 0x8001639C |   312 | CameraMotionSystem::RubberBandMove(float) | 24.2%
camera | 0x80016258 |   324 | CameraMotionSystem::RubberBandInterpolate(EVec3 *, EVec3, float) | 24.2%
camera | 0x80019628 |   324 | ESimsCam::CalRoomId(EVec3 &) | 24.2%
camera | 0x8001B1FC |   336 | CameraDirector::ReleaseCurrentCamera(void) | 24.2%
camera | 0x8001C540 |   348 | CameraDirector::ReleaseToGameCamera(void) | 24.2%
camera | 0x80018E74 |   368 | ESimsCam::SetPosAndReset(EVec3 &, EVec3 &, EVec3 &) | 24.2%
camera | 0x80016C34 |   388 | ESimsCam::FollowPlayerInteractor(int) | 24.2%
camera | 0x80018FE4 |   392 | ESimsCam::SetPos(EVec3 &, EVec3 &, EVec3 &) | 24.2%
camera | 0x8001916C |   400 | ESimsCam::ForcePosition(EVec3 &, EVec3 &, EVec3 &) | 24.2%
camera | 0x8001C69C |   404 | CameraDirector::InterpToGameCamera(float, CamDirInterpType) | 24.2%
camera | 0x80015A50 |   408 | {anonymous}::HandleEffectNote(ESimsCam *, EAnimNote &, anim::PropKind) | 24.2%
camera | 0x8001E6DC |   412 | NewControlParms::NewControlParms(void) | 24.2%
camera | 0x800172E8 |   424 | ESimsCam::HandleZoom(void) | 24.2%
camera | 0x800164D4 |   456 | ESimsCam::ESimsCam(int) | 24.2%
camera | 0x8001942C |   508 | ESimsCam::ValidateCursorPosition(int, EVec3 *) | 24.2%
camera | 0x80016DB8 |   512 | ESimsCam::Update(void) | 24.2%
camera | 0x8001DFE0 |   540 | CameraDirector::Draw(ERC *) | 24.2%
camera | 0x80016770 |   544 | ESimsCam::GetNearPlane(void) | 24.2%
camera | 0x8001CB00 |   544 | CameraDirector::CalcCancelCam(void) | 24.2%
camera | 0x8001C8D4 |   548 | CameraDirector::CalcSimsCam(void) | 24.2%
camera | 0x8001C310 |   560 | CameraDirector::SetUpInterpCamera(float, CamDirInterpType) | 24.2%
camera | 0x8001709C |   588 | ESimsCam::HandleRotation(void) | 24.2%
camera | 0x8001B524 |   648 | CameraDirector::SetCameraCut(ENCamera *) | 24.2%
camera | 0x8001D368 |   656 | CameraDirector::StartAnim(int, bool, bool) | 24.2%
camera | 0x8001976C |   660 | ESimsCam::GetContainingRoomId(EVec3 &) | 24.2%
camera | 0x80018548 |   672 | ESimsCam::InterpolateActualCameraParamsToTarget(float) | 24.2%
camera | 0x8001BDB0 |   680 | CameraDirector::SetCameraInterp(ENCamera *, float, CamDirInterpType) | 24.2%
camera | 0x8001C058 |   696 | CameraDirector::SetCameraInterpAnim(int, float, CamDirInterpType, float, bool *) | 24.2%
camera | 0x80017ABC |   772 | ESimsCam::CalcEyePosition(EVec3 &, ESimsCam::CameraParameters &) | 24.2%
camera | 0x8001AA74 |   800 | ESimsCam::DrawCameraInfo(ERC *) | 24.2%
camera | 0x8001DC68 |   864 | CameraDirector::UpdateCameraPosAndFOV(void) | 24.2%
camera | 0x80019A04 |  1016 | ESimsCam::SetWinPos(E3DWindow &) | 24.2%
camera | 0x80015BE8 |  1064 | SimsCameraParameters::SimsCameraParameters(void) | 24.2%
camera | 0x8001CDF4 |  1256 | CameraDirector::Interp(void) | 24.2%
camera | 0x80017EEC |  1288 | ESimsCam::FollowSimStiff(void) | 24.2%
camera | 0x8001D644 |  1360 | CameraDirector::Update(void) | 24.2%
camera | 0x80018824 |  1528 | ESimsCam::CenterOnSelectedSim(void) | 24.2%
camera | 0x80017490 |  1536 | ESimsCam::UpdateWin(void) | 24.2%
camera | 0x8001B7AC |  1540 | CameraDirector::SetCameraCutAnim(int) | 24.2%
camera | 0x8001A424 |  1616 | ESimsCam::ApplyNoise(EVec3, EVec3, EVec3) | 24.2%

# --- directinteractor [10/42, 23.8%] ---
directinteractor | 0x802057BC |    12 | InteractorModule::DirectInteractor::GetSelectionRadius(void) | 23.8%
directinteractor | 0x80206120 |    12 | InteractorModule::DirectInteractor::ExitDirectControl(void) | 23.8%
directinteractor | 0x80204F0C |    24 | InteractorModule::DirectInteractor::StartCancelTimer(void) | 23.8%
directinteractor | 0x80204F24 |    24 | InteractorModule::DirectInteractor::ClearCancelTimer(void) | 23.8%
directinteractor | 0x80204EDC |    48 | InteractorModule::DirectInteractor::GetInteractorInfo(InteractorModule::InteractorInfo &) | 23.8%
directinteractor | 0x80203DD0 |    52 | InteractorModule::DirectInteractor::~DirectInteractor(void) | 23.8%
directinteractor | 0x80205B78 |    56 | InteractorModule::DirectInteractor::StopInObjectMenu(void) | 23.8%
directinteractor | 0x80204FD8 |    60 | InteractorModule::DirectInteractor::CheckCancelTimer(void) | 23.8%
directinteractor | 0x80205FB4 |    64 | InteractorModule::DirectInteractor::SetAutonomous(void) | 23.8%
directinteractor | 0x80206134 |    76 | InteractorModule::DirectInteractor::CameraDirectorPermitsDirectControl(void) | 23.8%
directinteractor | 0x802041CC |    84 | InteractorModule::DirectInteractor::GetDesiredAnimState(bool, EVec2) | 23.8%
directinteractor | 0x80205BB0 |    84 | InteractorModule::DirectInteractor::ChooseAction(Interaction *) | 23.8%
directinteractor | 0x802045C4 |    92 | InteractorModule::DirectInteractor::SetVelocityModifiers(void) | 23.8%
directinteractor | 0x80203D70 |    96 | InteractorModule::DirectInteractor::DirectInteractor(void) | 23.8%
directinteractor | 0x8020415C |   112 | InteractorModule::DirectInteractor::ParseControls(void) | 23.8%
directinteractor | 0x80204BEC |   112 | InteractorModule::DirectInteractor::IsSimulatorPaused(void) | 23.8%
directinteractor | 0x80206180 |   120 | InteractorModule::DirectInteractor::UpdateInteractorPos(void) | 23.8%
directinteractor | 0x802040D4 |   136 | InteractorModule::DirectInteractor::OnStop(void) | 23.8%
directinteractor | 0x80204F3C |   156 | InteractorModule::DirectInteractor::CancelQueuedActions(void) | 23.8%
directinteractor | 0x8020450C |   184 | InteractorModule::DirectInteractor::UpdateControlStatus(void) | 23.8%
directinteractor | 0x80204438 |   212 | InteractorModule::DirectInteractor::UpdatePlumbBob(void) | 23.8%
directinteractor | 0x80205FF4 |   212 | InteractorModule::DirectInteractor::ResetIdleTime(void) | 23.8%
directinteractor | 0x80204620 |   220 | InteractorModule::DirectInteractor::SendNeutralFreeMoveInput(void) | 23.8%
directinteractor | 0x80205A60 |   280 | InteractorModule::DirectInteractor::ExecuteObjectActionMenu(cXObject *) | 23.8%
directinteractor | 0x802046FC |   316 | InteractorModule::DirectInteractor::InterpretFreeMoveInput(void) | 23.8%
directinteractor | 0x80204220 |   536 | InteractorModule::DirectInteractor::InitPlayerPos(void) | 23.8%
directinteractor | 0x80203E6C |   616 | InteractorModule::DirectInteractor::OnStart(InteractorModule::Interactor::InteractorParams *) | 23.8%
directinteractor | 0x80204C5C |   640 | InteractorModule::DirectInteractor::ShouldHighlightObject(cXObject *, float) | 23.8%
directinteractor | 0x802057C8 |   664 | InteractorModule::DirectInteractor::ExecuteActionMenu(void) | 23.8%
directinteractor | 0x80205C4C |   872 | InteractorModule::DirectInteractor::UpdateObjectHighlights(EIObjectMan *) | 23.8%
directinteractor | 0x80204838 |   948 | InteractorModule::DirectInteractor::Update(float) | 23.8%
directinteractor | 0x8020506C |  1644 | InteractorModule::DirectInteractor::OnCommandPressed(InteractorModule::InteractorInputManager::InteractorCommand, float) | 23.8%

# --- appmain [19/80, 23.8%] ---
appmain | 0x80005D2C |    20 | ESimsApp::TakeBigScreenshot(int, int) | 23.8%
appmain | 0x8039C40C |    20 | TArray<int, TArrayERCharacterAllocator>::Init(void) | 23.8%
appmain | 0x8039C650 |    20 | TArray<EVec3, TArrayDefaultAllocator>::Init(void) | 23.8%
appmain | 0x8039C740 |    20 | TArray<ENLatticePoints, TArrayDefaultAllocator>::Init(void) | 23.8%
appmain | 0x8039CB70 |    20 | TArray<ENDummyPoint, TArrayDefaultAllocator>::Init(void) | 23.8%
appmain | 0x8039CDB4 |    20 | TArray<ENCameraPoint, TArrayDefaultAllocator>::Init(void) | 23.8%
appmain | 0x8039CFFC |    20 | StateMachineState::SetFlag(unsigned int) | 23.8%
appmain | 0x8039C3F0 |    28 | TArray<int, TArrayERCharacterAllocator>::Destruct(int *, int) | 23.8%
appmain | 0x8039C420 |    28 | TArray<int, TArrayERCharacterAllocator>::Construct(int *, int) | 23.8%
appmain | 0x8039C634 |    28 | TArray<EVec3, TArrayDefaultAllocator>::Destruct(EVec3 *, int) | 23.8%
appmain | 0x8039C7D0 |    28 | TArray<EVec3, TArrayDefaultAllocator>::Construct(EVec3 *, int) | 23.8%
appmain | 0x8039CB54 |    28 | TArray<ENDummyPoint, TArrayDefaultAllocator>::Destruct(ENDummyPoint *, int) | 23.8%
appmain | 0x8039CB84 |    28 | TArray<ENDummyPoint, TArrayDefaultAllocator>::Construct(ENDummyPoint *, int) | 23.8%
appmain | 0x8039CD98 |    28 | TArray<ENCameraPoint, TArrayDefaultAllocator>::Destruct(ENCameraPoint *, int) | 23.8%
appmain | 0x8039CDC8 |    28 | TArray<ENCameraPoint, TArrayDefaultAllocator>::Construct(ENCameraPoint *, int) | 23.8%
appmain | 0x80005F60 |    36 | PlayerCheats::GetNextIndex(int &) | 23.8%
appmain | 0x80005FD4 |    40 | PlayerCheats::PurgeBtnMemory(void) | 23.8%
appmain | 0x80005FFC |    40 | PlayerCheats::CreateBtnMask(void) | 23.8%
appmain | 0x8039BE60 |    40 | __node_alloc<false, 0>::_M_deallocate(void *, unsigned int) | 23.8%
appmain | 0x8039C43C |    44 | TArray<int, TArrayERCharacterAllocator>::Copy(int *, int *, int) | 23.8%
appmain | 0x80004398 |    48 | ESimsApp::~ESimsApp(void) | 23.8%
appmain | 0x8039C754 |    48 | TArray<EVec3, TArrayDefaultAllocator>::TArray(void) | 23.8%
appmain | 0x8039C7EC |    60 | TArray<EVec3, TArrayDefaultAllocator>::Copy(EVec3 *, EVec3 *, int) | 23.8%
